01D0304933,Hospital,Accreditation,Qhg Of Enterprise Inc (Dba Medical Ctr Enterprise),400 N Edwards St,Enterprise,AL,36330-2510,(334) 393-8776
01D0303802,Hospital,Compliance,Medical Center Barbour,820 W Washington Street,Eufaula,AL,36027-1828,(334) 688-7084
01D0690463,Hospital,Accreditation,Medical Center Barbour,820 W Washington St,Eufaula,AL,36027-1828,(334) 688-7071
01D0301897,Hospital,Compliance,Greene County Health System,509 Wilson Avenue,Eutaw,AL,35462-1064,(205) 372-6115
01D0305030,Hospital,Compliance,Evergreen Medical Center,101 Crestview Ave,Evergreen,AL,36401-3333,(251) 578-0144
01D0305286,Hospital,Accreditation,"Thomas Hospital Dba Gulf Health Hospitals, Inc",Attn  Leeann Cain  750 Morphy Ave,Fairhope,AL,36532-1812,(251) 279-1592
01D0691174,Hospital,Accreditation,Fayette Medical Center Lab,1653 Temple Ave North,Fayette,AL,35555-1314,(205) 932-1323
01D0302491,Hospital,Accreditation,North Alabama Medical Ctr Laboratory Services,1701 Veterans Drive,Florence,AL,35630-5313,(256) 629-1800
01D0305319,Hospital,Accreditation,South Baldwin Regional Medical Center,1613 North Mckenzie Street,Foley,AL,36535,(251) 949-3400
01D0303688,Hospital,Accreditation,Dekalb Regional Medical Center,200 Medical Center Drive,Fort Payne,AL,35968,(256) 845-3150
01D0027078,Hospital,Accreditation,Riverview Regional Medical Center,600 South 3rd Street,Gadsden,AL,35901,(256) 543-5782
01D0303540,Hospital,Accreditation,Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,AL,35903,(256) 494-4012
01D2160028,Hospital,Accreditation,Uab Medicine Fed At Gardendale Laboratory,960 Rocket Way  Suite 100,Gardendale,AL,35071,(205) 934-3769
01D0304961,Hospital,Compliance,Wiregrass Medical Center,1200 W Maple Ave,Geneva,AL,36340-1642,(334) 684-3655
01D0724352,Hospital,Compliance,Hale County Hospital,508 Green Street,Greensboro,AL,36744-2399,(334) 624-3024
01D0303828,Hospital,Accreditation,L V Stabler Memorial Hosptial,29 L V Stabler Drive,Greenville,AL,36037,(334) 383-2330
01D0027451,Hospital,Compliance,Grove Hill Memorial Hospital,295 S Jackson St,Grove Hill,AL,36451,(251) 275-3191
01D0303726,Hospital,Accreditation,Marshall Medical Center North,8000 Alabama Highway 69,Guntersville,AL,35976,(256) 840-3504
01D0302100,Hospital,Accreditation,Lakeland Community Hospital Inc,42024 Highway 195,Haleyville,AL,35565,(205) 485-7145
01D0302117,Hospital,Accreditation,Marion Regional Medical Center,1256 Military Street South,Hamilton,AL,35570,(205) 921-6294
01D0897027,Hospital,Accreditation,Brookwood Baptist Medical Center,2010 Brookwood Medical Center Drive,Homewood,AL,35209,(205) 877-2394
01D0303084,Hospital,Accreditation,Crestwood Medical Center,One Hospital Drive Se,Huntsville,AL,35801-3403,(256) 429-5165
01D0303123,Hospital,Accreditation,Huntsville Hospital Laboratory,101 Sivley Rd Sw,Huntsville,AL,35801-4421,(256) 533-8087
01D0305356,Hospital,Compliance,Jackson Medical Center,220 Hospital Drive,Jackson,AL,36545-2459,(251) 246-9021
01D0026808,Hospital,Accreditation,Walker Baptist Medical Center,3400 Highway 78 East,Jasper,AL,35501-3543,(205) 387-4069
01D0303841,Hospital,Compliance,Crenshaw Community Hospital,101 Hospital Circle,Luverne,AL,36049,(334) 335-1168
01D0987594,Hospital,Accreditation,Madison Hospital Clinical Laboratory,8375 Highway 72 West,Madison,AL,35758-9573,(256) 265-5142
01D0305830,Hospital,Accreditation,Springhill Memorial Hospital,3719 Dauphin Street,Mobile,AL,36608-1777,(251) 460-5380
01D0305992,Hospital,Accreditation,Usa Health University Hospital Clinical Laboratory,2451 University Hospital Drive,Mobile,AL,36617-2238,(251) 471-7831
01D0306015,Hospital,Accreditation,Univ Of South Al Children's & Women's Hosp,1700 Center Street,Mobile,AL,36604-3301,(251) 415-1608
01D0641772,Hospital,Accreditation,Mobile Infirmary Med Center Path Lab,3 Mobile Infirmary Circle Suite 314,Mobile,AL,36607,(251) 435-3352
01D0665335,Hospital,Accreditation,Providence Hospital Laboratory,6801 Airport Blvd,Mobile,AL,36608,(251) 633-1401
01D0666662,Hospital,Accreditation,Pulmonary Lab Univ Of S Al Med Center,2451 Fillingim St,Mobile,AL,36617-2238,(251) 471-7220
01D0671555,Hospital,Accreditation,Monroe County Hospital,2016 South Alabama Ave,Monroeville,AL,36461,(251) 743-7477
01D0304164,Hospital,Accreditation,Jackson Hospital & Clinic,1725 Pine Street,Montgomery,AL,36106,(334) 293-8794
01D0304351,Hospital,Accreditation,Baptist Medical Center South Lab,2105 East South Blvd,Montgomery,AL,36116,(334) 286-2891
01D0304439,Hospital,Accreditation,Baptist Medical Center East,400 Taylor Road,Montgomery,AL,36117-3512,(334) 286-2891
01D0673926,Hospital,Accreditation,Baptist Medical Center  South Blood Gas Lab,2105 East South Blvd,Montgomery,AL,36116-2409,(334) 286-2735
01D0686013,Hospital,Accreditation,Respiratory Care Jackson Hosp & Clinic,1725 Pine Street,Montgomery,AL,36106,(334) 293-8595
01D0719198,Hospital,Accreditation,Baptist Med Ctr East Respiratory,400 Taylor Road,Montgomery,AL,36117,(334) 244-8401
01D0940715,Hospital,Accreditation,"Noland Hospital Montgomery Ii, LLC",1725 Pine Street  5th Floor  North Wing,Montgomery,AL,36106,(334) 240-0532
01D0987455,Hospital,Accreditation,Central Alabama Va Hcs - West Campus,215 Perry Hill Rd Bldg 1 Rm 1d102,Montgomery,AL,36109,(334) 272-4670
01D0026952,Hospital,Accreditation,Lawrence Medical Center,202 Hospital Street,Moulton,AL,35650,(256) 974-2233
01D0302683,Hospital,Accreditation,Regional Care Partners - Main Clinical Laboratory,201 W Avalon Ave,Muscle Shoals,AL,35661-2805,(256) 386-1336
01D0699560,Hospital,Accreditation,Northport Medical Center,2700 Hospital Drive,Northport,AL,35476-3360,(205) 333-4841
01D0300297,Hospital,Accreditation,St Vincent's Blount,150 Gilbreath Drive,Oneonta,AL,35121,(205) 274-3210
01D0879743,Hospital,Accreditation,St Vincent's Blount - Blood Gas Lab,150 Gilbreath Drive,Oneonta,AL,35121,(205) 274-3000
01D0641798,Hospital,Accreditation,East Alabama Medical Center Laboratory,2000 Pepperell Parkway,Opelika,AL,36801,(334) 528-6950
01D0686261,Hospital,Accreditation,East Al Med Ctr Resp Care Bld Gas Lab,2000 Pepperell Parkway,Opelika,AL,36801-5452,(334) 528-3794
01D0694123,Hospital,Accreditation,East Al Medical Center Ancillary Testing,2000 Pepperell Pkwy,Opelika,AL,36801,(334) 528-6950
01D0305141,Hospital,Compliance,Mizell Memorial Hospital,702 N Main Street,Opp,AL,36467,(334) 493-9137
01D0665255,Hospital,Compliance,Mizell Memorial Hospital/Respiratory Care Dept,702 Main Street,Opp,AL,36467-1626,(334) 493-3541
01D0305003,Hospital,Accreditation,Dale Medical Center,126 Hospital Avenue,Ozark,AL,36360,(334) 774-2601
01D0303873,Hospital,Accreditation,Prattville Baptist Hospital,124 South Memorial Drive,Prattville,AL,36068,(334) 286-2891
01D0302636,Hospital,Accreditation,Russellville Hospital,15155 Highway 43,Russellville,AL,35653,(256) 332-1611
01D0709608,Hospital,Accreditation,Highlands Medical Center,380 Woods Cove Road,Scottsboro,AL,35768,(256) 218-3730
01D0027643,Hospital,Accreditation,Vaughan Regional Medical Center,1015 Medical Center Parkway,Selma,AL,36701,(334) 418-4184
01D0302682,Hospital,Accreditation,Helen Keller Hospital Laboratory,1300 South Montgomery Avenue,Sheffield,AL,35660,(256) 386-4501
01D0303966,Hospital,Compliance,Bullock County Hospital,102 Conecuh Avenue,Union Springs,AL,36089,(334) 738-1459
01D0910359,Hospital,Accreditation,Coosa Valley Med Ctr Respiratory/Abg Lab,315 West Hickory Street  2nd Floor,Sylacauga,AL,35150,(256) 401-4307
01D0026531,Hospital,Accreditation,Citizens Baptist Medical Centers Lab,604 Stone Avenue,Talladega,AL,35160-2217,(256) 761-4227
01D0892266,Hospital,Accreditation,Community Hospital Laboratory,805 Friendship Road,Tallassee,AL,36078,(334) 283-3726
01D2176291,Hospital,Registration,Thomasville Regional Medical Center,300 Medical Park Drive,Thomasville,AL,36784,(205) 873-1442
01D0303925,Hospital,Accreditation,Troy Regional Medical Center,1330 Us 231 S,Troy,AL,36081-3058,(334) 670-5410
01D0692172,Hospital,Accreditation,Dch Regional Med Cntr Inpatient Lab,809 University Blvd East,Tuscaloosa,AL,35401-2029,(205) 759-7290
01D0987441,Hospital,Accreditation,Dept Of Va Medical Center - Tuscaloosa,3701 Loop Rd East Bldg 135 1st Fl,Tuscaloosa,AL,35404,(205) 554-2879
01D1030971,Hospital,Accreditation,"Noland Hospital Tuscaloosa Ii, LLC",809 University Blvd East,Tuscaloosa,AL,35401,(205) 759-7241
01D0987442,Hospital,Accreditation,Central Alabama Va Hcs East Campus,2400 Hospital Rd Bldg 4 Rm 330,Tuskegee,AL,36083,(834) 727-0550
01D0641804,Hospital,Accreditation,Eamc-Lanier,4800 48th Street Po Box 348,Valley,AL,36854,(334) 528-5825
01D0892428,Hospital,Accreditation,Eamc- Lanier Abg Lab,4800 48th Street,Valley,AL,36854-3666,(334) 528-5825
01D0304677,Hospital,Compliance,Tanner Medical Center East Al,1032 Main Street South,Wedowee,AL,36278,(256) 540-1160
01D0680545,Hospital,Accreditation,Elmore Community Hospital Laboratory,500 Hospital Drive,Wetumpka,AL,36092-1625,(334) 567-4311
01D0302152,Hospital,Accreditation,Northwest Medical Center,1530 Highway 43,Winfield,AL,35594,(205) 487-7925
01D0306481,Hospital,Compliance,Hill Hospital Of Sumter County,751 Derby Drive,York,AL,36925-2121,(205) 392-5263
04D0466006,Hospital,Compliance,Baptist Health Medical Center Arkadelphia,3050 Twin Rivers Dr,Arkadelphia,AR,71923-4218,(870) 245-1220
04D0465694,Hospital,Compliance,Little River Memorial Hospital,451 West Locke Street,Ashdown,AR,71822,(870) 898-5011
04D1085608,Hospital,Compliance,White River Medical Center,1710 Harrison Street,Batesville,AR,72501,(870) 262-1255
04D2070630,Hospital,Compliance,Mercy Bella Vista,1 Mercy Way,Bella Vista,AR,72714,(479) 802-5579
04D0466155,Hospital,Accreditation,Saline Memorial Hospital Laboratory,1 Medical Park Drive,Benton,AR,72015,(501) 847-0613
04D0468701,Hospital,Accreditation,Northwest Medical Center Of Benton County,3000 Medical Center Parkway,Bentonville,AR,72712,(479) 553-4283
04D0468424,Hospital,Accreditation,Mercy Hospital Berryville,214 Carter Street,Berryville,AR,72616,(870) 423-3355
04D0465276,Hospital,Accreditation,Jefferson Regional Medical Center,1600 West 40th Street,Pine Bluff,AR,71603,(870) 541-7530
04D1001560,Hospital,Accreditation,Jefferson Regional Medical Center,1600 West 40th Avenue,Pine Bluff,AR,71603,(870) 541-7920
04D2033989,Hospital,Compliance,Pathology Services For Jefferson Regional Mc,1600 West 40th Avenue,Pine Bluff,AR,71603,(870) 541-7542
04D0467719,Hospital,Accreditation,Mississippi County Hospital System,1520 North Division Street,Blytheville,AR,72315,(870) 838-7318
04D0469307,Hospital,Compliance,Mercy Hospital Booneville,880 West Main Street,Booneville,AR,72927,(479) 675-2800
04D0469351,Hospital,Accreditation,Baptist Health - Van Buren,E Main & S 20th St,Van Buren,AR,72956,(479) 441-5218
04D2167461,Hospital,Registration,Cabot Emergency Hospital,212 Willie Ray Drive,Cabot,AR,72023,(501) 333-9110
04D0642313,Hospital,Compliance,Izard County Medical Center LLC,61 Grasse Street,Calico Rock,AR,72519,(870) 297-2443
04D0465498,Hospital,Compliance,Ouachita County Medical Center,638 California Avenue Sw,Camden,AR,71701,(870) 836-1200
04D0467755,Hospital,Accreditation,Forrest City Medical Center,1601 Newcastle Road,Forrest City,AR,72335,(870) 261-0000
04D0469039,Hospital,Compliance,Johnson Regional Medical Center,1100 East Poplar,Clarksville,AR,72830,(479) 754-5463
04D0642168,Hospital,Accreditation,Ozark Health Medical Center,2500 Hwy 65 South,Clinton,AR,72031,(501) 745-7000
04D0466269,Hospital,Accreditation,Conway Regional Medical Center,2302 College Avenue,Conway,AR,72032,(501) 513-5752
04D2117481,Hospital,Accreditation,Baptist Health Medical Center Conway,1555 Exchange Avenue,Conway,AR,72032,(501) 585-2627
04D0701990,Hospital,Accreditation,Ashley County Medical Center,1015 Unity Road,Crossett,AR,71635,(870) 364-4111
04D0671112,Hospital,Compliance,John Ed Chambers Memorial Hospital,Highway 10 At Detroit,Danville,AR,72833,(479) 495-6234
04D0469061,Hospital,Accreditation,Dardanelle Hospital LLC,200 N 3rd Street,Dardanelle,AR,72834,(479) 229-6188
04D0642180,Hospital,Compliance,Dewitt Hospital And Nursing Home,1641 South Whitehead Drive,De Witt,AR,72042,(870) 948-3571
04D0465573,Hospital,Accreditation,Medical Center Of South Arkansas,700 West Grove,El Dorado,AR,71730,(870) 864-3360
04D0465364,Hospital,Compliance,Delta Memorial Hospital,811 Highway 65 S,Dumas,AR,71639,(870) 382-8229
12D0673176,Hospital,Compliance,Eureka Springs Hospital,24 Norris Street,Eureka Springs,AR,72632-3509,(479) 253-7400
04D0987295,Hospital,Accreditation,Veterans Health Care Center System Of The Ozarks,1100 N College Ave Bldg 2 2nd Fl,Fayetteville,AR,72703,(479) 444-5088
04D1000882,Hospital,Accreditation,Washington Regional Medical Center,3215 N North Hills Blvd Bldg A 2nd Flr,Fayetteville,AR,72703,(479) 713-1000
04D1093915,Hospital,Compliance,Northwest Health Physician's Specialty Hospital,3873 North Parkview Drive,Fayetteville,AR,72703,(479) 571-7042
04D2079309,Hospital,Compliance,"Northwest Arkansas Pathology Associates, Pa",3873 N Parkview Drive,Fayetteville,AR,72703,(479) 442-0144
04D2177626,Hospital,Registration,Siloam Springs Regional Hospital's,1255 S Shiloh Dr,Fayetteville,AR,72701,(479) 757-4442
04D0689262,Hospital,Compliance,Dallas County Medical Center,201 Clifton Street,Fordyce,AR,71742,(870) 352-6349
04D0469263,Hospital,Accreditation,Mercy Hospital Fort Smith,7301 Rogers Avenue,Fort Smith,AR,72903,(479) 314-6070
04D0469292,Hospital,Accreditation,Baptist Health - Fort Smith,1001 Towson Ave,Fort Smith,AR,72901,(479) 441-5218
04D0672354,Hospital,Accreditation,Mercy Hospital Fort Smith Resp Care Blood Gas Lab,7301 Rogers Avenue,Fort Smith,AR,72903,(479) 314-6149
04D0980521,Hospital,Accreditation,Select Specialty Hospital Fort Smith Inc,1001 Towson Avenue,Fort Smith,AR,72901,(717) 975-4503
04D2139098,Hospital,Accreditation,Ft Smith General Laboratory Services M T W,6801 Rogers Ave,Fort Smith,AR,72903,(479) 274-2519
04D1081363,Hospital,Compliance,Ozarks Community Hospital At Gravette,1101 Sw Jackson Street,Gravette,AR,72736,(479) 787-5291
04D0468400,Hospital,Accreditation,North Arkansas Regional Medical Center Laboratory,620 North Main Street,Harrison,AR,72601-2918,(870) 414-4080
04D0049978,Hospital,Registration,Baptist Health Medical Center Heber Springs,1800 Bypass Road,Heber Springs,AR,72543,(501) 887-3248
04D0467800,Hospital,Accreditation,Helena Regional Medical Center,1801 Martin Luther King Jr Drive,Helena,AR,72342,(870) 816-3730
04D0692424,Hospital,Accreditation,Baxter Regional Medical Center,624 Hospital Drive,Mountain Home,AR,72653,(870) 508-1498
04D0465678,Hospital,Accreditation,Wadley Regional Medical Center At Hope,2001 South Main Street,Hope,AR,71801,(870) 722-3880
04D0465809,Hospital,Accreditation,National Park Medical Center,1910 Malvern Avenue,Hot Springs,AR,71901-7752,(501) 620-2450
04D0465892,Hospital,Compliance,Levi Hospital Clinical Laboratory,300 Prospect Ave,Hot Springs,AR,71901,(501) 624-1281
04D0724015,Hospital,Accreditation,Chi St Vincent Hot Springs Poct,300 Werner,Hot Springs,AR,71903,(501) 552-2973
04D1082030,Hospital,Accreditation,Chi St Vincent Hospital Hot Springs Lab Services,300 Werner Street,Hot Springs,AR,71903,(501) 622-2128
04D0466391,Hospital,Accreditation,North Metro Medical Center,1400 Braden Street,Jacksonville,AR,72078-0159,(501) 985-7000
04D0982702,Hospital,Accreditation,Willow Creek Women's Hospital,4301 Greathouse Springs Road,Johnson,AR,72741,(479) 684-3091
04D0049895,Hospital,Accreditation,St Bernards Medical Center - Laboratory,225 E Washington Ave,Jonesboro,AR,72401,(870) 972-4115
04D0467983,Hospital,Accreditation,Nea Baptist Memorial Hospital,4800 East Johnson,Jonesboro,AR,72401,(870) 936-1220
04D0465387,Hospital,Compliance,Chicot Memorial Medical Center,2729 S Hwy 65 & 82,Lake Village,AR,71653-6136,(870) 265-9343
04D0466860,Hospital,Accreditation,Arkansas Children's Blood Gas Laboratory,1 Children's Way,Little Rock,AR,72202,(501) 364-3236
04D0466889,Hospital,Accreditation,Arkansas Children's Hospital Clinical Laboratory,1 Children's Way,Little Rock,AR,72202,(501) 364-1405
04D0642237,Hospital,Accreditation,Clinical Lab University Hospital,"4301 W Markham, Room B 095",Little Rock,AR,72205,(501) 686-7444
04D0665342,Hospital,Accreditation,St Vincent Infirmary,2 St Vincent Circle,Little Rock,AR,72205,(501) 552-3000
04D0668701,Hospital,Accreditation,Baptist Medical Center Clinical - Little Rock,9601 Baptist Health Drive,Little Rock,AR,72205-7299,(501) 202-1738
04D0670059,Hospital,Accreditation,Baptist Health Med Ctr/N Little Rock,3333 Springhill Drive,North Little Rock,AR,72117-2922,(501) 202-3027
04D0698507,Hospital,Accreditation,Uams Medical Center Abg Lab,"4301 W Markham, Central Bujilding Room 6a16",Little Rock,AR,72205,(501) 686-6285
